k, i, matches, time
8, 1, 165, 465071
8, 1, 147, 479868
8, 1, 167, 430513
8, 1, 156, 494789
8, 1, 170, 417665
8, 1, 160, 449372
8, 1, 160, 444977
8, 1, 174, 438722
8, 1, 157, 516248
8, 1, 164, 438440
8, 1, 164, 431184
8, 1, 152, 465045
8, 1, 161, 435232
8, 1, 163, 443165
8, 1, 165, 438161
8, 1, 153, 460794
8, 1, 159, 438696
8, 1, 163, 434977
8, 1, 157, 447077
8, 1, 162, 447236
8, 1, 159, 445359
8, 1, 165, 429526
8, 1, 153, 473247
8, 1, 161, 440219
8, 1, 153, 474673
8, 1, 158, 465119
8, 2, 218, 2875806
8, 2, 214, 3419192
8, 2, 209, 5000945
8, 2, 214, 2568050
8, 2, 211, 2705077
8, 2, 207, 2981990
8, 2, 221, 2634644
8, 2, 215, 2155421
8, 2, 210, 2865059
8, 2, 218, 2177000
8, 2, 216, 2112778
8, 2, 216, 2419316
8, 2, 208, 2325482
8, 2, 209, 2382482
8, 2, 217, 1867220
8, 2, 214, 1993395
8, 2, 215, 2624880
8, 2, 211, 2841235
8, 2, 214, 2219865
8, 2, 218, 2696197
8, 2, 213, 2105679
8, 2, 213, 2684615
8, 2, 215, 3971655
8, 2, 215, 3234133
8, 2, 217, 1980184
8, 2, 217, 2675411
8, 2, 215, 2882183
8, 2, 215, 2384023
8, 2, 221, 2862061
8, 2, 217, 2317160
8, 2, 211, 2894387
8, 2, 211, 2539968
8, 2, 212, 3013692
8, 2, 216, 2077048
8, 2, 213, 1654314
8, 2, 217, 2266415
8, 2, 215, 2644253
8, 2, 213, 2689222
8, 2, 216, 3070230
8, 2, 215, 2770752
8, 2, 209, 2436636
8, 2, 214, 3227121
8, 2, 214, 1986831
8, 2, 221, 2160495
8, 2, 210, 2795962
8, 2, 215, 2442929
8, 2, 205, 2804425
8, 2, 215, 2682726
8, 2, 217, 2700539
8, 2, 215, 2297026
8, 2, 219, 1946919
8, 2, 214, 3022083
8, 2, 211, 2353309
8, 2, 216, 2677869
8, 2, 218, 2436579
8, 2, 210, 2984376
8, 2, 213, 2911111
8, 2, 217, 2283919
8, 2, 208, 3267198
8, 2, 211, 2794734
8, 2, 212, 2203518
8, 2, 215, 2197100
8, 2, 222, 1792262
8, 2, 209, 2350685
8, 2, 215, 1959644
8, 2, 218, 1687591
8, 2, 203, 2573743
8, 2, 213, 2968303
8, 2, 211, 2152870
8, 2, 212, 3040558
8, 2, 207, 1962814
8, 2, 217, 2803128
8, 2, 215, 2615367
8, 2, 218, 2655374
8, 2, 217, 2623841
8, 2, 215, 2410847
8, 2, 212, 2274072
8, 2, 205, 3547274
8, 2, 216, 3236435
8, 2, 216, 2223289
8, 2, 210, 2903829
8, 2, 209, 2794873
8, 2, 205, 2488076
8, 2, 213, 2397928
8, 2, 218, 1639348
8, 2, 205, 2988761
8, 2, 217, 2398174
8, 2, 210, 2208344
8, 2, 213, 3248128
8, 2, 210, 2574171
8, 2, 214, 2006643
8, 2, 210, 3381719
8, 2, 217, 2430811
8, 2, 216, 2298962
8, 2, 214, 2159399
8, 2, 203, 2387150
8, 2, 213, 3679774
8, 2, 212, 2655148
8, 2, 212, 2656289
8, 2, 226, 1774448
8, 3, 233, 12567152
8, 3, 242, 8722458
8, 3, 243, 9491356
8, 3, 243, 9141717
8, 3, 240, 8896771
8, 3, 247, 8878831
8, 3, 238, 9644430
8, 3, 242, 8366099
8, 3, 241, 9405776
8, 3, 240, 8083946
8, 3, 241, 9588187
8, 3, 234, 10993807
8, 3, 236, 10790740
8, 3, 236, 10423439
8, 3, 240, 9088823
8, 3, 239, 9426729
8, 3, 235, 9955106
8, 3, 239, 9095670
8, 3, 238, 9699151
8, 3, 239, 10693522
8, 3, 240, 9582538
8, 3, 239, 8538269
8, 3, 238, 10619199
8, 3, 240, 10967580
8, 3, 241, 10097855
8, 3, 240, 9590699
8, 3, 241, 9592570
8, 3, 241, 8972737
8, 3, 242, 9827741
8, 3, 235, 11682087
8, 3, 234, 15736732
8, 3, 239, 10181285
8, 3, 243, 7768094
8, 3, 235, 11157355
8, 3, 242, 8571998
8, 3, 237, 10096041
8, 3, 244, 8230519
8, 3, 238, 9362300
8, 3, 233, 11202943
8, 3, 241, 12532324
8, 3, 239, 14159813
8, 3, 235, 13066199
8, 3, 245, 7940761
8, 3, 239, 10453893
8, 3, 243, 7993863
8, 3, 239, 10073325
8, 3, 242, 9153125
8, 3, 242, 8261613
8, 3, 235, 10611136
8, 3, 242, 7332361
8, 3, 242, 9995161
8, 3, 238, 11236910
8, 3, 244, 7338214
8, 3, 237, 10252684
8, 3, 240, 14957055
8, 3, 242, 9672623
8, 3, 245, 7788997
8, 3, 236, 9703133
8, 3, 242, 7757564
8, 3, 240, 9512041
8, 3, 232, 12036187
8, 3, 241, 8337678
8, 3, 239, 11452621
8, 3, 241, 8615707
8, 3, 241, 10407157
8, 3, 239, 9552067
8, 3, 244, 8469209
8, 3, 240, 9834512
8, 3, 242, 9444456
8, 3, 235, 10265037
8, 3, 239, 9634484
8, 3, 242, 8889078
8, 3, 237, 9863738
8, 3, 240, 9849149
8, 3, 238, 10199436
8, 3, 239, 9326184
8, 3, 241, 8636811
8, 3, 237, 10585614
8, 3, 236, 9673171
8, 3, 242, 9182187
8, 3, 245, 9741220
8, 3, 241, 8792781
8, 3, 236, 12037565
8, 3, 240, 9746394
8, 3, 239, 10501590
8, 3, 239, 9751761
8, 3, 242, 9264895
8, 3, 240, 10279528
8, 3, 240, 10488733
8, 3, 242, 8419209
8, 3, 240, 9721145
8, 3, 236, 10970102
8, 3, 241, 8067505
8, 3, 241, 8715226
8, 3, 239, 9808249
8, 3, 240, 9365512
8, 3, 242, 8583773
8, 3, 239, 10223384
8, 3, 237, 10290477
8, 3, 238, 10389689
8, 4, 250, 8462550
8, 4, 250, 7598963
8, 4, 245, 12308216
8, 4, 252, 7529806
8, 4, 248, 8954976
8, 4, 254, 5764039
8, 4, 251, 6493655
8, 4, 253, 6995086
8, 4, 250, 8835833
8, 4, 254, 6075832
8, 4, 252, 6033411
8, 4, 250, 7781652
8, 4, 251, 7813641
8, 4, 249, 9216412
8, 4, 250, 8151380
8, 4, 255, 4809664
8, 4, 250, 7522810
8, 4, 249, 8673405
8, 4, 247, 8656576
8, 4, 252, 7466013
8, 4, 252, 7939723
8, 4, 250, 8783594
8, 4, 251, 6985624
8, 4, 255, 5821177
8, 4, 252, 6689108
8, 4, 246, 9418614
8, 4, 252, 8003219
8, 4, 246, 9672810
8, 4, 251, 8699554
8, 4, 250, 9550203
8, 4, 253, 6458395
8, 4, 247, 9533650
8, 4, 247, 8939682
8, 4, 249, 8331644
8, 4, 251, 7496793
8, 4, 250, 7418622
8, 4, 248, 13065444
8, 4, 251, 7195787
8, 4, 252, 7105459
8, 4, 248, 8144817
8, 4, 247, 8932942
8, 4, 245, 10260759
8, 4, 248, 8832964
8, 4, 248, 9201359
8, 4, 251, 7470433
8, 4, 247, 12937928
8, 4, 250, 11096030
8, 4, 247, 9553742
8, 4, 251, 9751399
8, 4, 248, 9835691
8, 4, 248, 9191973
8, 4, 249, 8560732
8, 4, 247, 9407526
8, 4, 247, 16924807
8, 4, 250, 7753195
8, 4, 250, 7809850
8, 4, 249, 8847075
8, 4, 253, 6919596
8, 4, 249, 8849601
8, 4, 244, 11001054
8, 4, 249, 8876524
8, 4, 253, 6611076
8, 4, 250, 8124682
8, 4, 249, 8814221
8, 4, 249, 8526726
8, 4, 251, 7293041
8, 4, 249, 8733293
8, 4, 249, 8225337
8, 4, 254, 6946895
8, 4, 248, 8218662
8, 4, 250, 7926012
8, 4, 249, 8230025
8, 4, 253, 8461896
8, 4, 250, 7979706
8, 4, 248, 8778420
8, 4, 252, 6660960
8, 4, 253, 5974020
8, 4, 250, 8395909
8, 4, 252, 6333700
8, 4, 248, 8693483
8, 4, 250, 7781671
8, 4, 250, 7709447
8, 4, 250, 7947933
8, 4, 249, 8563231
8, 4, 245, 9329639
8, 4, 249, 8438425
8, 4, 250, 10729521
8, 4, 250, 8231514
8, 4, 250, 6847826
8, 4, 247, 9968388
8, 4, 250, 8097020
8, 4, 249, 7970882
8, 4, 251, 7686328
8, 4, 249, 8005480
8, 4, 253, 6739032
8, 4, 250, 7850093
8, 4, 254, 6550047
8, 4, 250, 8376545
8, 4, 248, 8326070
8, 4, 248, 8988074
8, 5, 251, 9011905
8, 5, 254, 7644664
8, 5, 253, 8295011
8, 5, 253, 7908627
8, 5, 255, 7260714
8, 5, 254, 7074917
8, 5, 251, 8733548
8, 5, 252, 8566114
8, 5, 253, 7567973
8, 5, 255, 7476626
8, 5, 254, 6961571
8, 5, 253, 8114277
8, 5, 253, 8128261
8, 5, 254, 7928877
8, 5, 249, 10193371
8, 5, 253, 7964991
8, 5, 255, 7253781
8, 5, 253, 8424849
8, 5, 252, 8613516
8, 5, 252, 8164159
8, 5, 255, 7471768
8, 5, 252, 8444145
8, 5, 253, 9116154
8, 5, 253, 7614924
8, 5, 253, 7793337
8, 5, 253, 7542941
8, 5, 253, 8643263
8, 5, 254, 7900506
8, 5, 252, 9269251
8, 5, 254, 7353335
8, 5, 250, 9894603
8, 5, 252, 10070588
8, 5, 254, 7380159
8, 5, 253, 8098776
8, 5, 254, 7868048
8, 5, 250, 10067086
8, 5, 254, 8384556
8, 5, 250, 9695521
8, 5, 254, 7117918
8, 5, 254, 8040467
8, 5, 252, 9744283
8, 5, 252, 10107742
8, 5, 249, 10488493
8, 5, 252, 8450543
8, 5, 253, 12159313
8, 5, 253, 13347574
8, 5, 252, 12280575
8, 5, 253, 10577535
8, 5, 252, 9341665
8, 5, 253, 8387849
8, 5, 253, 11356537
8, 5, 253, 9256314
8, 5, 254, 7430409
8, 5, 251, 10056279
8, 5, 250, 11170936
8, 5, 253, 10922925
8, 5, 254, 8442828
8, 5, 253, 8225003
8, 5, 254, 7728020
8, 5, 255, 8821165
8, 5, 252, 10055579
8, 5, 253, 8916866
8, 5, 254, 8862850
8, 5, 253, 8465149
8, 5, 254, 8774794
8, 5, 252, 11997463
8, 5, 254, 7582318
8, 5, 252, 10413028
8, 5, 253, 8735247
8, 5, 251, 12500072
8, 5, 252, 9348993
8, 5, 253, 10015027
8, 5, 255, 7137715
8, 5, 254, 8057311
8, 5, 254, 7610709
8, 5, 254, 10221361
8, 5, 253, 9165946
8, 5, 254, 7826539
8, 5, 254, 7316230
8, 5, 253, 8324116
8, 5, 253, 8685998
8, 5, 253, 7355445
8, 5, 253, 8178973
8, 5, 252, 8378870
8, 5, 255, 9534916
8, 5, 252, 9361452
8, 5, 254, 7421998
8, 5, 254, 9745835
8, 5, 255, 10123965
8, 5, 250, 10107515
8, 5, 254, 9414479
8, 5, 255, 6681699
8, 5, 254, 8394673
8, 5, 253, 8328862
8, 5, 252, 9787348
8, 5, 254, 6963759
8, 5, 252, 9438739
8, 5, 254, 7940492
8, 5, 252, 8258500
8, 5, 252, 8870830
8, 6, 253, 10029008
8, 6, 255, 8959331
8, 6, 255, 7761120
8, 6, 255, 8194164
8, 6, 255, 8491343
8, 6, 255, 7586533
8, 6, 255, 11649111
8, 6, 255, 11277966
8, 6, 254, 9656675
8, 6, 255, 8727755
8, 6, 255, 7844384
8, 6, 255, 8020467
8, 6, 255, 8525963
8, 6, 255, 9000800
8, 6, 254, 8904072
8, 6, 255, 7911069
8, 6, 254, 9128895
8, 6, 255, 7574128
8, 6, 253, 9769827
8, 6, 255, 8303190
8, 6, 253, 9354962
8, 6, 255, 8779787
8, 6, 255, 7875210
8, 6, 253, 9560868
8, 6, 255, 8792759
8, 6, 255, 8223153
8, 6, 255, 8203862
8, 6, 255, 10356794
8, 6, 254, 13404091
8, 6, 255, 8732024
8, 6, 253, 10047415
8, 6, 255, 9501972
8, 6, 255, 8816320
8, 6, 254, 8944730
8, 6, 255, 8798367
8, 6, 255, 12502877
8, 6, 255, 10166929
8, 6, 255, 8465371
8, 6, 255, 8418926
8, 6, 255, 8258942
8, 6, 253, 10127312
8, 6, 255, 8683275
8, 6, 254, 9083379
8, 6, 253, 9620739
8, 6, 254, 14415738
8, 6, 254, 12035826
8, 6, 254, 12948208
8, 6, 254, 10569782
8, 6, 254, 11110717
8, 6, 254, 8823753
8, 6, 255, 8726501
8, 6, 254, 8664488
8, 6, 255, 8564634
8, 6, 254, 9207679
8, 6, 255, 8592267
8, 6, 254, 8518426
8, 6, 255, 7899294
8, 6, 254, 8988585
8, 6, 254, 9305765
8, 6, 254, 10456680
8, 6, 255, 8073492
8, 6, 253, 8362276
8, 6, 255, 8277352
8, 6, 254, 9667298
8, 6, 254, 8377474
8, 6, 255, 8610607
8, 6, 255, 9148874
8, 6, 255, 8245221
8, 6, 255, 9337337
8, 6, 254, 9018609
8, 6, 254, 8776707
8, 6, 255, 8216415
8, 6, 255, 8777735
8, 6, 254, 9380607
8, 6, 254, 9365233
8, 6, 254, 9116633
8, 6, 255, 8692609
8, 6, 255, 8303867
8, 6, 255, 8920499
8, 6, 253, 9296001
8, 6, 255, 9134127
8, 6, 255, 9160771
8, 6, 254, 9676883
8, 6, 255, 9003543
8, 6, 254, 11387470
8, 6, 255, 8152386
8, 6, 254, 9146318
8, 6, 255, 8319049
8, 6, 253, 9697506
8, 6, 254, 8735208
8, 6, 255, 8619760
8, 6, 255, 8744501
8, 6, 255, 8463135
8, 6, 255, 8152178
8, 6, 255, 9127731
8, 6, 254, 9469925
8, 6, 255, 8523240
8, 6, 255, 8559493
8, 6, 254, 9360783
8, 6, 255, 9759712
8, 7, 254, 11024830
8, 7, 255, 14094232
8, 7, 255, 11557790
8, 7, 255, 10049867
8, 7, 254, 11139956
8, 7, 255, 9239062
8, 7, 255, 10295884
8, 7, 255, 10371498
8, 7, 255, 10492656
8, 7, 255, 9280525
8, 7, 254, 11092639
8, 7, 254, 11175388
8, 7, 255, 10473772
8, 7, 255, 9601013
8, 7, 255, 10939941
8, 7, 255, 9892661
8, 7, 255, 10444879
8, 7, 255, 9802299
8, 7, 255, 10406791
8, 7, 255, 10157721
8, 7, 255, 10374765
8, 7, 255, 10305449
8, 7, 255, 10218557
8, 7, 255, 10244886
8, 7, 255, 10005449
8, 7, 255, 9849769
8, 7, 255, 10187086
8, 7, 255, 10038180
8, 7, 255, 9826514
8, 7, 254, 11550552
8, 7, 255, 10630491
8, 7, 255, 10317985
8, 7, 255, 11074859
8, 7, 254, 10906255
8, 7, 255, 13505734
8, 7, 255, 11582226
8, 7, 255, 9981769
8, 7, 255, 10176572
8, 7, 254, 10915623
8, 7, 255, 9828416
8, 7, 255, 9415317
8, 7, 255, 10818666
8, 7, 255, 9364958
8, 7, 255, 10282636
8, 7, 255, 10484723
8, 7, 255, 9594281
8, 7, 255, 10701066
8, 7, 255, 9417123
8, 7, 255, 10465379
8, 7, 254, 10601784
8, 7, 255, 11047124
8, 7, 255, 10585711
8, 7, 255, 10252893
8, 7, 255, 10445383
8, 7, 255, 9874308
8, 7, 254, 10613481
8, 7, 255, 10029117
8, 7, 255, 10628680
8, 7, 255, 10327483
8, 7, 255, 10332547
8, 7, 253, 10889897
8, 7, 254, 11123626
8, 7, 255, 10316316
8, 7, 255, 10203971
8, 7, 254, 11406760
8, 7, 255, 10052959
8, 7, 255, 10591736
8, 7, 255, 11863784
8, 7, 255, 13062395
8, 7, 255, 12560589
8, 7, 255, 10851844
8, 7, 255, 10143668
8, 7, 255, 9192609
8, 7, 255, 10690800
8, 7, 255, 9391736
8, 7, 255, 10095402
8, 7, 254, 9818792
8, 7, 255, 9777364
8, 7, 255, 10018176
8, 7, 255, 9917824
8, 7, 255, 9801254
8, 7, 254, 10567343
8, 7, 255, 11183587
8, 7, 254, 10669886
8, 7, 255, 9836990
8, 7, 255, 9875854
8, 7, 255, 10223919
8, 7, 255, 10960551
8, 7, 255, 10508375
8, 7, 255, 10202007
8, 7, 254, 10423156
8, 7, 255, 10086536
8, 7, 255, 10486447
8, 7, 255, 10113748
8, 7, 254, 10673004
8, 7, 255, 11078937
8, 7, 255, 10162029
8, 7, 255, 9354195
8, 7, 255, 9825365
8, 7, 255, 9760380
8, 8, 255, 12438617
8, 8, 255, 11969382
8, 8, 255, 13914208
8, 8, 255, 12820053
8, 8, 255, 12446907
8, 8, 255, 13399719
8, 8, 254, 12543275
8, 8, 255, 11597850
8, 8, 255, 12128335
8, 8, 255, 11956733
8, 8, 255, 13749724
8, 8, 255, 11107430
8, 8, 255, 11982077
8, 8, 255, 12092510
8, 8, 255, 11643341
8, 8, 255, 11715745
8, 8, 255, 12594408
8, 8, 255, 12216068
8, 8, 255, 11345483
8, 8, 255, 10768428
8, 8, 255, 11056894
8, 8, 255, 12372904
8, 8, 255, 12086947
8, 8, 255, 12148076
8, 8, 255, 11768322
8, 8, 255, 12147701
8, 8, 255, 14299680
8, 8, 255, 12438605
8, 8, 255, 11215947
8, 8, 255, 11422121
8, 8, 255, 12790319
8, 8, 255, 14871304
8, 8, 255, 11329866
8, 8, 255, 12635200
8, 8, 255, 11103942
8, 8, 255, 11468314
8, 8, 255, 11216448
8, 8, 255, 13340367
8, 8, 255, 11756009
8, 8, 255, 12172233
8, 8, 254, 13141400
8, 8, 254, 12500411
8, 8, 255, 12291440
8, 8, 255, 12299978
8, 8, 255, 12068314
8, 8, 255, 11990144
8, 8, 255, 12053622
8, 8, 254, 12850482
8, 8, 255, 12308200
8, 8, 255, 12250461
8, 8, 255, 12530773
8, 8, 255, 12609859
8, 8, 255, 11410812
8, 8, 255, 11260981
8, 8, 255, 11337119
8, 8, 255, 12843272
8, 8, 255, 12550655
8, 8, 255, 14091052
8, 8, 255, 14025733
8, 8, 255, 11877246
8, 8, 255, 12848367
8, 8, 255, 12086054
8, 8, 255, 14789479
8, 8, 255, 15279900
8, 8, 255, 15653753
8, 8, 255, 12181843
8, 8, 255, 13448883
8, 8, 255, 12754928
8, 8, 255, 12471696
8, 8, 254, 11685582
8, 8, 255, 17924687
8, 8, 255, 12605911
8, 8, 255, 12201756
8, 8, 255, 11900091
8, 8, 255, 11730986
8, 8, 255, 11346830
8, 8, 255, 12708353
8, 8, 255, 11547005
8, 8, 255, 12216585
8, 8, 255, 12055313
8, 8, 255, 12219301
8, 8, 255, 12003542
8, 8, 255, 11782651
8, 8, 255, 12161377
8, 8, 255, 12062373
8, 8, 255, 11966814
8, 8, 255, 12025970
8, 8, 255, 12541766
8, 8, 255, 13725935
8, 8, 254, 13562629
8, 8, 255, 12427196
8, 8, 255, 16521615
8, 8, 255, 12003736
8, 8, 255, 12769144
8, 8, 255, 13419905
8, 8, 255, 11843849
8, 8, 255, 11893045
8, 8, 255, 11806930
8, 8, 255, 12123655
8, 8, 255, 12111456
9, 1, 321, 1840727
9, 1, 321, 1805368
9, 1, 323, 1735001
9, 1, 319, 1779998
9, 1, 323, 1985946
9, 1, 304, 1848619
9, 1, 323, 1790577
9, 1, 326, 1749699
9, 1, 328, 1800031
9, 1, 311, 1878282
9, 1, 331, 1807185
9, 1, 325, 1854317
9, 1, 327, 1857355
9, 1, 326, 1864550
9, 1, 329, 1827782
9, 1, 322, 1847526
9, 1, 321, 1867298
9, 1, 330, 1732512
9, 1, 333, 1752463
9, 1, 326, 1925300
9, 1, 321, 1762161
9, 1, 323, 1793913
9, 1, 323, 1748826
9, 1, 322, 1717234
9, 1, 323, 1758377
9, 1, 325, 1733203
9, 1, 325, 1764127
9, 1, 328, 1858326
9, 1, 323, 1870868
9, 1, 336, 1896919
9, 1, 332, 1834589
9, 1, 330, 1846840
9, 1, 331, 1801733
9, 1, 314, 2368097
9, 1, 326, 2501158
9, 1, 313, 2849670
9, 1, 325, 1879116
9, 1, 326, 1855416
9, 1, 325, 1742842
9, 1, 324, 1738433
9, 1, 310, 1812827
9, 1, 329, 1836267
9, 1, 318, 1765836
9, 1, 322, 1760717
9, 1, 323, 1869996
9, 1, 329, 1815977
9, 1, 315, 1930137
9, 1, 319, 2102365
9, 1, 324, 1885369
9, 1, 324, 1854182
9, 1, 315, 1866811
9, 1, 330, 1826519
9, 1, 305, 1899034
9, 1, 320, 1782387
9, 1, 316, 1833590
9, 1, 320, 1800447
9, 1, 331, 1692708
9, 1, 321, 1759907
9, 1, 311, 1851666
9, 1, 321, 1749472
9, 1, 319, 1812276
9, 1, 316, 1772125
9, 1, 322, 2120563
9, 1, 325, 1841477
9, 1, 326, 1893816
9, 1, 328, 1840878
9, 1, 320, 1846813
9, 1, 324, 1864019
9, 1, 318, 1861613
9, 1, 326, 2131377
9, 1, 316, 1862173
9, 1, 324, 1820905
9, 1, 329, 1749137
9, 1, 331, 1676607
9, 1, 327, 1785105
9, 1, 322, 1813545
9, 1, 334, 1872300
9, 1, 318, 1741575
9, 1, 321, 1789867
9, 1, 324, 1842655
9, 1, 324, 1910502
9, 1, 315, 1905713
9, 1, 333, 1791192
9, 1, 327, 1836759
9, 1, 332, 1817244
9, 1, 330, 1839534
9, 1, 318, 1871819
9, 1, 331, 1784833
9, 1, 329, 1738454
9, 1, 323, 1824857
9, 1, 329, 1838774
9, 1, 316, 1941253
9, 1, 318, 1843925
9, 1, 315, 1719668
9, 1, 331, 1690511
9, 1, 321, 1738850
9, 1, 315, 1850085
9, 1, 337, 2230126
9, 1, 321, 2764730
9, 1, 316, 2889158
9, 2, 429, 16230269
9, 2, 428, 15411329
9, 2, 435, 11099081
9, 2, 429, 17043141
9, 2, 429, 9380176
9, 2, 433, 12316888
9, 2, 432, 14976965
9, 2, 428, 11641606
9, 2, 440, 13935923
9, 2, 438, 13582799
9, 2, 433, 10620738
9, 2, 432, 13432204
9, 2, 430, 10506871
9, 2, 431, 18098374
9, 2, 430, 12157001
9, 2, 434, 14085265
9, 2, 431, 18771822
9, 2, 428, 17471283
9, 2, 429, 14723921
9, 2, 435, 10633230
9, 2, 423, 21152166
9, 2, 424, 13287039
9, 2, 430, 15157354
9, 2, 426, 15396004
9, 2, 422, 12333130
9, 2, 425, 20455883
9, 2, 430, 10043583
9, 2, 422, 12100623
9, 2, 432, 10418231
9, 2, 434, 11729947
9, 2, 432, 10593185
9, 2, 433, 9838509
9, 2, 434, 11515124
9, 2, 427, 12087441
9, 2, 420, 13345921
9, 2, 427, 12334730
9, 2, 425, 13740944
9, 2, 427, 10810877
9, 2, 432, 10252065
9, 2, 428, 11858247
9, 2, 428, 12163612
9, 2, 442, 14230980
9, 2, 436, 10794503
9, 2, 435, 11881718
9, 2, 434, 11337330
9, 2, 430, 11807924
9, 2, 438, 10814553
9, 2, 430, 11543428
9, 2, 430, 15565988
9, 2, 434, 14964426
9, 2, 430, 15272604
9, 2, 432, 14815504
9, 2, 437, 16861235
9, 2, 428, 14306234
9, 2, 414, 20656111
9, 2, 422, 11655903
9, 2, 422, 14589943
9, 2, 424, 13199894
9, 2, 439, 8535600
9, 2, 428, 15083142
9, 2, 429, 13344695
9, 2, 427, 12610924
9, 2, 435, 11604647
9, 2, 437, 12643024
9, 2, 425, 17024124
9, 2, 430, 16102023
9, 2, 435, 11315745
9, 2, 432, 14251884
9, 2, 423, 25266334
9, 2, 435, 12502317
9, 2, 422, 12998803
9, 2, 428, 13483433
9, 2, 420, 14292219
9, 2, 432, 12266653
9, 2, 437, 12126707
9, 2, 435, 17890039
9, 2, 432, 19861813
9, 2, 425, 15479324
9, 2, 433, 11877997
9, 2, 436, 10337648
9, 2, 434, 12814934
9, 2, 430, 13998632
9, 2, 429, 13074021
9, 2, 433, 11146139
9, 2, 435, 13829944
9, 2, 427, 11237586
9, 2, 420, 10879509
9, 2, 432, 20227361
9, 2, 428, 15553748
9, 2, 434, 11717215
9, 2, 426, 11736413
9, 2, 416, 15810301
9, 2, 431, 15416302
9, 2, 432, 16785334
9, 2, 423, 14163360
9, 2, 437, 13220016
9, 2, 424, 11923476
9, 2, 435, 14780469
9, 2, 425, 12826134
9, 2, 428, 10821205
9, 3, 481, 75133740
9, 3, 478, 67297729
9, 3, 484, 63467796
9, 3, 473, 92223424
9, 3, 482, 65034936
9, 3, 486, 66241101
9, 3, 485, 68692588
9, 3, 481, 64984898
9, 3, 477, 64877029
9, 3, 478, 67957838
9, 3, 477, 84862279
9, 3, 481, 68333035
9, 3, 477, 75292181
9, 3, 481, 67499157
9, 3, 479, 77957114
9, 3, 481, 68892268
9, 3, 483, 66033031
9, 3, 482, 63395199
9, 3, 480, 65223431
9, 3, 483, 63377424
9, 3, 489, 56283903
9, 3, 487, 71585386
9, 3, 489, 48175082
9, 3, 481, 67671945
9, 3, 478, 71173415
9, 3, 484, 60209764
9, 3, 478, 82151431
9, 3, 487, 58781611
9, 3, 485, 58665857
9, 3, 476, 77562313
9, 3, 490, 52420156
9, 3, 480, 74067410
9, 3, 482, 68610405
9, 3, 488, 51055712
9, 3, 484, 66203527
9, 3, 484, 63725325
9, 3, 486, 58695821
9, 3, 476, 65861734
9, 3, 486, 59926673
9, 3, 483, 59108883
9, 3, 481, 63184375
9, 3, 482, 66006001
9, 3, 481, 67436597
9, 3, 478, 79175654
9, 3, 483, 75477393
9, 3, 480, 70385537
9, 3, 485, 56170655
9, 3, 479, 70554866
9, 3, 482, 65620905
9, 3, 484, 59046499
9, 3, 477, 71506461
9, 3, 473, 81964721
9, 3, 483, 59246575
9, 3, 477, 73444785
9, 3, 483, 69104248
9, 3, 480, 66809386
9, 3, 483, 65733684
9, 3, 481, 64311525
9, 3, 476, 74692337
9, 3, 468, 83078149
9, 3, 478, 77553566
9, 3, 485, 75571737
9, 3, 476, 70011039
9, 3, 479, 78454060
9, 3, 477, 83399239
9, 3, 476, 79089758
9, 3, 481, 71382268
9, 3, 483, 67111446
9, 3, 482, 72097271
9, 3, 486, 51441310
9, 3, 479, 69508157
9, 3, 484, 67354374
9, 3, 472, 73376063
9, 3, 481, 66915133
9, 3, 483, 57945920
9, 3, 481, 67148892
9, 3, 481, 62631965
9, 3, 486, 61660875
9, 3, 486, 65657420
9, 3, 487, 61863993
9, 3, 487, 58402138
9, 3, 482, 67868833
9, 3, 482, 66453063
9, 3, 482, 66612825
9, 3, 479, 77225120
9, 3, 483, 67621526
9, 3, 481, 65578967
9, 3, 480, 68491606
9, 3, 481, 66887575
9, 3, 478, 80082672
9, 3, 480, 69338607
9, 3, 484, 59967422
9, 3, 485, 59568484
9, 3, 490, 62689260
9, 3, 490, 56178220
9, 3, 481, 71764430
9, 3, 484, 61249320
9, 3, 480, 67752510
9, 3, 478, 71256142
9, 3, 479, 71184125
9, 4, 496, 59196392
9, 4, 499, 55036183
9, 4, 503, 52769140
9, 4, 503, 44142497
9, 4, 500, 64107415
9, 4, 501, 51414755
9, 4, 500, 52066210
9, 4, 500, 54405211
9, 4, 500, 56625218
9, 4, 501, 50760701
9, 4, 502, 49700041
9, 4, 498, 54841672
9, 4, 501, 50971121
9, 4, 504, 56526137
9, 4, 504, 47132063
9, 4, 496, 61612245
9, 4, 500, 51158809
9, 4, 502, 48532556
9, 4, 497, 61403562
9, 4, 503, 46702633
9, 4, 504, 49551900
9, 4, 502, 49342803
9, 4, 495, 64436033
9, 4, 498, 55156750
9, 4, 503, 52150099
9, 4, 501, 55749728
9, 4, 498, 66848396
9, 4, 503, 49408905
9, 4, 502, 50804467
9, 4, 499, 58331288
9, 4, 502, 52758398
9, 4, 502, 47803953
9, 4, 500, 52451587
9, 4, 502, 54185708
9, 4, 505, 43897630
9, 4, 500, 54412565
9, 4, 502, 50674852
9, 4, 503, 48864653
9, 4, 506, 38061041
9, 4, 500, 59135044
9, 4, 499, 58380871
9, 4, 501, 54726236
9, 4, 500, 63381983
9, 4, 503, 46352286
9, 4, 504, 45533203
9, 4, 501, 58307136
9, 4, 499, 57414567
9, 4, 503, 51769605
9, 4, 498, 62577160
9, 4, 499, 52667056
9, 4, 501, 54902955
9, 4, 503, 48214340
