k, i, matches, time
10, 6, 1020, 367259129
10, 6, 1021, 360453823
10, 6, 1022, 337229901
10, 6, 1020, 384677918
10, 6, 1020, 360337181
10, 6, 1019, 377568276
10, 6, 1022, 340259592
10, 6, 1020, 372965436
10, 6, 1019, 369501103
10, 6, 1019, 374080134
10, 6, 1020, 378807442
10, 6, 1021, 373546349
10, 6, 1018, 383611089
10, 6, 1021, 366690921
10, 6, 1022, 353546342
10, 6, 1022, 369453248
10, 6, 1021, 369998200
10, 6, 1021, 346880598
10, 6, 1022, 369925245
10, 6, 1020, 374921123
10, 6, 1020, 377148364
10, 6, 1017, 399341740
10, 6, 1016, 409629595
10, 6, 1020, 391943929
10, 6, 1021, 378330286
10, 6, 1020, 381747229
10, 6, 1020, 388874705
10, 6, 1022, 353380168
10, 6, 1020, 364278526
10, 6, 1022, 360630878
10, 6, 1016, 422788965
10, 6, 1020, 390834369
10, 6, 1023, 359500970
10, 6, 1019, 384443265
10, 6, 1020, 369028537
10, 6, 1020, 377563319
10, 6, 1017, 409036670
10, 6, 1020, 351029411
10, 6, 1020, 353332512
10, 6, 1022, 369511971
10, 6, 1023, 353803201
10, 6, 1020, 367382681
10, 6, 1021, 373494235
10, 6, 1022, 366830895
10, 6, 1020, 365860962
10, 6, 1021, 362778472
10, 6, 1022, 360836975
10, 6, 1019, 392221729
10, 6, 1021, 345472168
10, 6, 1020, 369424822
10, 6, 1020, 385383102
10, 6, 1021, 370209433
10, 6, 1018, 400190524
10, 6, 1022, 342891992
10, 6, 1022, 382365332
10, 6, 1021, 353956281
10, 6, 1018, 403281832
10, 6, 1019, 376758154
10, 6, 1020, 373790801
10, 6, 1023, 360593058
10, 6, 1021, 352117305
10, 6, 1021, 367751113
10, 6, 1021, 367525251
10, 6, 1021, 391309126
10, 6, 1020, 383943577
10, 6, 1020, 371934080
10, 6, 1020, 362706390
10, 6, 1021, 354632334
10, 6, 1022, 382087809
10, 6, 1022, 341243409
10, 6, 1018, 384869713
10, 6, 1021, 370619165
10, 6, 1020, 381229379
10, 6, 1022, 361238581
10, 6, 1019, 393637912
10, 6, 1019, 382189592
10, 6, 1022, 338749693
10, 6, 1019, 379337392
10, 6, 1021, 366842261
10, 6, 1018, 387578528
10, 6, 1022, 353493922
10, 6, 1020, 385468261
10, 6, 1021, 369371624
10, 6, 1022, 347411778
10, 6, 1020, 365701265
10, 6, 1021, 424622160
10, 7, 1021, 457208655
10, 7, 1021, 440676405
10, 7, 1023, 422905012
10, 7, 1022, 457109962
10, 7, 1022, 424804698
10, 7, 1022, 442440777
10, 7, 1023, 404118720
10, 7, 1021, 454075420
10, 7, 1023, 432886039
10, 7, 1023, 419193005
10, 7, 1021, 448721068
10, 7, 1023, 436494550
10, 7, 1022, 420729912
10, 7, 1022, 438193321
10, 7, 1022, 443637892
10, 7, 1022, 451968413
10, 7, 1023, 433249642
10, 7, 1020, 467050043
10, 7, 1022, 439734667
10, 7, 1022, 439346072
10, 7, 1022, 444808724
10, 7, 1023, 431989277
10, 7, 1023, 408662766
10, 7, 1020, 449029804
10, 7, 1023, 431015074
10, 7, 1022, 434606076
10, 7, 1021, 456578934
10, 7, 1022, 432236556
10, 7, 1021, 467748237
10, 7, 1022, 433125366
10, 7, 1023, 424116443
10, 7, 1023, 438302565
10, 7, 1023, 416363107
10, 7, 1020, 462413781
10, 7, 1022, 492785498
10, 7, 1023, 493815279
10, 7, 1023, 476002507
10, 7, 1023, 442011424
10, 7, 1023, 468734797
10, 7, 1022, 472023147
10, 7, 1023, 422883372
10, 7, 1023, 443466331
10, 7, 1023, 433930487
10, 7, 1022, 517249191
10, 7, 1022, 466710953
10, 7, 1022, 433785412
10, 7, 1023, 415647655
10, 7, 1022, 437964257
10, 7, 1021, 421405426
10, 7, 1023, 445780575
10, 7, 1021, 451349552
10, 7, 1023, 506323766
10, 7, 1021, 539654883
10, 7, 1021, 499546093
10, 7, 1020, 537840120
10, 7, 1022, 502086224
10, 7, 1022, 528958988
10, 7, 1021, 555962381
10, 7, 1022, 514204545
10, 7, 1022, 507277172
10, 7, 1022, 520489682
10, 7, 1021, 542259602
10, 7, 1022, 485828650
10, 7, 1022, 513016770
10, 7, 1023, 464880158
10, 7, 1023, 479895442
10, 7, 1023, 480863932
10, 7, 1022, 497832481
10, 7, 1023, 469176160
10, 7, 1023, 466191161
10, 7, 1022, 470015676
10, 7, 1022, 496590590
10, 7, 1023, 477361146
10, 7, 1021, 504865607
10, 7, 1023, 448780222
10, 7, 1021, 529478531
10, 7, 1021, 484614286
10, 7, 1023, 431223613
10, 7, 1023, 449990147
10, 7, 1022, 458227563
10, 7, 1022, 446928818
10, 7, 1021, 469320483
10, 7, 1022, 480842523
10, 7, 1023, 464466084
10, 7, 1022, 456629463
10, 7, 1022, 496055847
10, 7, 1021, 481117598
10, 7, 1022, 493344096
10, 7, 1023, 487408583
10, 7, 1023, 429065542
10, 7, 1022, 450888385
10, 7, 1023, 449195176
10, 7, 1022, 502284387
10, 7, 1022, 502876419
10, 7, 1023, 452583284
10, 7, 1022, 463927726
10, 7, 1022, 500053577
10, 7, 1023, 462832231
10, 7, 1023, 498116335
10, 7, 1023, 533183370
10, 8, 1022, 671711568
10, 8, 1022, 556221202
10, 8, 1023, 558112006
10, 8, 1023, 568594411
10, 8, 1023, 565681380
10, 8, 1023, 531950053
10, 8, 1023, 544322083
10, 8, 1023, 620338082
10, 8, 1023, 588789834
10, 8, 1022, 588306105
10, 8, 1023, 576518160
10, 8, 1023, 519486191
10, 8, 1023, 541058679
10, 8, 1023, 627218332
10, 8, 1023, 549998300
10, 8, 1022, 601875783
10, 8, 1023, 566914718
10, 8, 1022, 613429428
10, 8, 1023, 581797673
10, 8, 1023, 538338659
10, 8, 1023, 554050324
10, 8, 1023, 571168342
10, 8, 1023, 558647416
10, 8, 1023, 567826919
10, 8, 1023, 518012355
10, 8, 1023, 588868084
10, 8, 1022, 610892334
10, 8, 1023, 591194689
10, 8, 1022, 676151885
10, 8, 1022, 641393276
10, 8, 1023, 596519494
10, 8, 1022, 591657510
10, 8, 1023, 547511314
10, 8, 1023, 602614749
10, 8, 1022, 589263926
10, 8, 1023, 567765824
10, 8, 1023, 619903873
10, 8, 1023, 584451765
10, 8, 1023, 585319447
10, 8, 1023, 596152615
10, 8, 1023, 574918036
10, 8, 1023, 554405079
10, 8, 1023, 642471102
10, 8, 1022, 665555309
10, 8, 1022, 549339453
10, 8, 1023, 553906047
10, 8, 1023, 575869336
10, 8, 1022, 597798795
10, 8, 1022, 570528992
10, 8, 1023, 566765580
10, 8, 1023, 623087883
10, 8, 1023, 550918257
10, 8, 1023, 574795789
10, 8, 1023, 536526916
10, 8, 1023, 584438332
10, 8, 1023, 561908295
10, 8, 1023, 540172555
10, 8, 1023, 540181081
10, 8, 1023, 532896088
10, 8, 1022, 567229756
10, 8, 1023, 535026796
10, 8, 1022, 534918644
10, 8, 1021, 541263516
10, 8, 1023, 563906054
10, 8, 1023, 556470555
10, 8, 1023, 573809432
10, 8, 1023, 565738192
10, 8, 1022, 580392139
10, 8, 1022, 590539273
10, 8, 1023, 558884471
10, 8, 1023, 593375611
10, 8, 1022, 541275160
10, 8, 1023, 537774285
10, 8, 1022, 562508694
10, 8, 1023, 549040071
10, 8, 1023, 536451373
10, 8, 1023, 552840755
10, 8, 1023, 559185552
10, 8, 1022, 564926604
10, 8, 1022, 568821381
10, 8, 1022, 577839195
10, 8, 1023, 586326545
10, 8, 1022, 577616100
10, 8, 1023, 622678331
10, 8, 1023, 576106132
10, 8, 1023, 643114459
10, 8, 1022, 617361148
10, 8, 1022, 581423539
10, 8, 1022, 540399254
10, 8, 1023, 535322837
10, 8, 1023, 534062191
10, 8, 1023, 531601575
10, 8, 1023, 527477637
10, 8, 1023, 516159984
10, 8, 1022, 548273258
10, 8, 1023, 544108479
10, 8, 1023, 513865968
10, 8, 1022, 521972369
10, 8, 1023, 544405789
10, 8, 1021, 595231319
10, 9, 1023, 697067550
10, 9, 1023, 724776084
10, 9, 1023, 701809226
10, 9, 1022, 760852039
10, 9, 1022, 662681862
10, 9, 1023, 667449102
10, 9, 1023, 668099391
10, 9, 1022, 668330999
10, 9, 1023, 666652831
10, 9, 1023, 677626757
10, 9, 1023, 691773299
10, 9, 1023, 737783220
10, 9, 1023, 727420103
10, 9, 1023, 723427280
10, 9, 1023, 699401681
10, 9, 1023, 707569908
10, 9, 1023, 731380499
10, 9, 1022, 769582474
10, 9, 1023, 756378109
10, 9, 1023, 729200756
10, 9, 1023, 691288146
10, 9, 1023, 670447289
10, 9, 1023, 667982397
10, 9, 1022, 681779496
10, 9, 1023, 668159749
10, 9, 1023, 697730100
10, 9, 1023, 631470018
10, 9, 1023, 643766906
10, 9, 1022, 627982319
10, 9, 1022, 646665618
10, 9, 1023, 632470661
10, 9, 1023, 639375798
10, 9, 1023, 621458515
10, 9, 1023, 653168204
10, 9, 1023, 656283884
10, 9, 1023, 675644718
10, 9, 1023, 659320324
10, 9, 1023, 656620635
10, 9, 1022, 714316055
10, 9, 1023, 648146986
10, 9, 1023, 595739006
10, 9, 1023, 641929307
10, 9, 1023, 625658097
10, 9, 1023, 646993332
10, 9, 1022, 668939256
10, 9, 1022, 630887907
10, 9, 1023, 615391608
10, 9, 1023, 663485291
10, 9, 1022, 670897245
10, 9, 1023, 667249759
10, 9, 1023, 672001698
10, 9, 1023, 668069960
10, 9, 1023, 743497938
10, 9, 1023, 657250971
10, 9, 1023, 617849253
10, 9, 1023, 639161311
10, 9, 1023, 630745427
10, 9, 1023, 739438735
10, 9, 1023, 614528301
10, 9, 1022, 646897326
10, 9, 1023, 655791981
10, 9, 1023, 660450391
10, 9, 1023, 637783771
10, 9, 1023, 613093525
10, 9, 1023, 652609205
10, 9, 1023, 735936177
10, 9, 1023, 644962128
10, 9, 1023, 616797999
10, 9, 1023, 630624257
10, 9, 1022, 654443769
10, 9, 1023, 657599206
10, 9, 1023, 645747642
10, 9, 1023, 742035196
10, 9, 1023, 635099099
10, 9, 1023, 655554082
10, 9, 1022, 636067249
10, 9, 1023, 648254614
10, 9, 1023, 621011585
10, 9, 1023, 615797356
10, 9, 1023, 597142977
10, 9, 1023, 634044480
10, 9, 1023, 632907220
10, 9, 1023, 647385516
10, 9, 1023, 703412328
10, 9, 1023, 654184022
10, 9, 1023, 642990183
10, 9, 1023, 685605933
10, 9, 1023, 634109240
10, 9, 1023, 602520935
10, 9, 1023, 635066823
10, 9, 1022, 605981473
10, 9, 1023, 584201709
10, 9, 1022, 619891371
10, 9, 1023, 609868206
10, 9, 1023, 627054873
10, 9, 1022, 655035101
10, 9, 1021, 693741412
10, 9, 1023, 708886939
10, 9, 1023, 666210150
10, 9, 1023, 655194270
10, 10, 1023, 738679010
10, 10, 1023, 748235675
10, 10, 1023, 817259104
10, 10, 1023, 735742557
10, 10, 1023, 714187890
10, 10, 1023, 725291721
10, 10, 1023, 740337387
10, 10, 1023, 714895421
10, 10, 1023, 741141480
10, 10, 1023, 768341299
10, 10, 1023, 754284005
10, 10, 1023, 773885083
10, 10, 1023, 721333325
10, 10, 1023, 728140140
10, 10, 1023, 730871602
10, 10, 1023, 725096102
10, 10, 1023, 712562021
10, 10, 1023, 722203944
10, 10, 1023, 726882954
10, 10, 1023, 761884488
10, 10, 1023, 765705951
10, 10, 1023, 755748707
10, 10, 1023, 753645123
10, 10, 1023, 765209890
10, 10, 1023, 702796350
10, 10, 1023, 736109225
10, 10, 1023, 715198847
10, 10, 1023, 706260825
10, 10, 1023, 713531264
10, 10, 1022, 706002615
10, 10, 1023, 727242828
10, 10, 1023, 730079416
10, 10, 1023, 770021085
10, 10, 1023, 734597383
10, 10, 1023, 724633452
10, 10, 1023, 719488145
10, 10, 1023, 723390432
10, 10, 1023, 721141326
10, 10, 1023, 707295578
10, 10, 1023, 712282129
10, 10, 1023, 745322010
10, 10, 1023, 731521220
10, 10, 1023, 727825824
10, 10, 1023, 745680149
10, 10, 1023, 711350079
10, 10, 1023, 726123559
10, 10, 1023, 764631021
10, 10, 1023, 730615422
10, 10, 1023, 725480852
10, 10, 1023, 732141265
10, 10, 1023, 708715524
10, 10, 1023, 716967370
10, 10, 1023, 752229560
10, 10, 1023, 713711018
10, 10, 1023, 720763684
10, 10, 1022, 736688464
10, 10, 1023, 700555336
10, 10, 1023, 718687680
10, 10, 1023, 731383210
10, 10, 1023, 710616957
10, 10, 1023, 697669780
10, 10, 1023, 735652279
10, 10, 1023, 709547130
10, 10, 1023, 726973236
10, 10, 1023, 724297657
10, 10, 1023, 724702350
10, 10, 1022, 740019905
10, 10, 1023, 713462568
10, 10, 1023, 702464423
10, 10, 1023, 713312821
10, 10, 1023, 746167535
10, 10, 1023, 725792233
10, 10, 1023, 710753288
10, 10, 1023, 714904272
10, 10, 1022, 725015467
10, 10, 1023, 718816716
10, 10, 1023, 717062980
10, 10, 1023, 726472620
10, 10, 1023, 747413841
10, 10, 1023, 708364899
10, 10, 1022, 716100851
10, 10, 1022, 714517849
10, 10, 1023, 729431517
10, 10, 1023, 713134668
10, 10, 1023, 734843312
10, 10, 1023, 731174425
10, 10, 1023, 751826313
10, 10, 1023, 727679918
10, 10, 1023, 785302024
10, 10, 1023, 761974851
10, 10, 1023, 759443047
10, 10, 1023, 709754123
10, 10, 1023, 727447453
10, 10, 1023, 705143945
10, 10, 1023, 715403688
10, 10, 1023, 730763825
10, 10, 1023, 736955763
10, 10, 1023, 732748026
10, 10, 1023, 713226117
10, 10, 1023, 728977435
