k, flow, paths, time
12,22133, 1079, 169593786
12,27923, 1380, 205680560
12,24672, 1208, 203836392
12,22749, 1115, 174570532
12,16782, 845, 122054996
12,23362, 1165, 176384627
12,19858, 1037, 145578879
12,19267, 943, 133491979
13,47690, 1842, 852535548
13,37575, 1460, 599323913
13,52085, 1957, 820862473
13,38683, 1480, 642086989
13,39269, 1501, 587120385
13,47682, 1841, 786203623
13,53377, 2067, 768284383
13,45805, 1755, 694284443
13,53458, 2074, 817054414
13,49921, 1957, 821658561
13,36688, 1394, 561687297
13,46198, 1705, 696838000
13,41852, 1558, 724584659
13,51503, 1969, 874165758
13,49988, 1882, 817850274
13,58204, 2226, 913045754
13,56821, 2144, 896121821
13,38386, 1462, 626258259
13,47902, 1787, 766780144
13,51649, 1929, 784226649
13,41407, 1554, 666284687
13,63020, 2415, 990224153
13,48966, 1874, 757528381
13,53479, 2060, 881237762
13,43526, 1661, 737719291
13,48569, 1826, 766002576
13,51532, 1934, 829829682
13,47222, 1813, 737876439
13,47662, 1844, 706718224
13,57997, 2159, 912858415
13,46061, 1757, 773991907
13,32187, 1234, 529504146
13,59180, 2284, 949451271
13,46645, 1805, 814513293
13,50695, 1932, 792479628
13,52549, 1981, 832892030
13,53766, 2019, 925698575
13,35183, 1337, 572626691
13,45753, 1738, 746325585
13,45767, 1751, 705443448
13,39634, 1494, 566641438
13,48891, 1863, 941372275
13,42972, 1617, 729757300
13,43690, 1649, 864866491
13,38532, 1470, 630363778
13,48481, 1868, 823738649
13,46123, 1729, 842627588
13,50826, 1975, 835913321
13,55803, 2182, 911818098
13,48977, 1901, 792471952
13,58914, 2243, 1052524918
13,59308, 2260, 1050080217
13,37156, 1384, 641938295
13,39354, 1509, 597680890
13,47905, 1896, 820246288
13,59699, 2197, 1162384083
13,57227, 2121, 1473534093
13,35457, 1393, 1018034956
13,44127, 1728, 761406415
13,54334, 2093, 857581498
13,44537, 1658, 741845656
13,57995, 2143, 890754020
13,51640, 1962, 895133418
13,57523, 2215, 1001164613
13,38806, 1442, 670620807
13,42925, 1639, 685842133
13,52841, 2053, 947482742
13,37572, 1423, 568833258
13,57536, 2245, 904576795
13,52455, 2011, 835901063
13,51122, 1884, 784609445
13,40696, 1574, 616831854
13,48223, 1860, 773727472
13,48736, 1844, 740435954
13,65012, 2440, 1092546344
13,43576, 1682, 661881077
13,42788, 1624, 652082466
13,46004, 1796, 708097828
13,61958, 2352, 1022174383
13,43538, 1660, 736362943
13,50334, 1925, 802009633
13,46865, 1774, 809932859
13,53894, 2053, 896576997
13,44293, 1679, 677635585
13,52326, 1975, 891317336
13,45296, 1711, 846242294
13,52004, 1981, 940189040
13,54868, 2106, 1038965718
13,47376, 1797, 718782696
13,38188, 1459, 629306329
13,45907, 1734, 810188395
13,39828, 1461, 692864489
13,53492, 2005, 885329904
13,39167, 1488, 697229891
13,39219, 1504, 714243720
13,54050, 2106, 956507995
13,46530, 1739, 788338614
13,45960, 1753, 675340190
13,45494, 1761, 787189039
13,47247, 1829, 754504890
14,104136, 2701, 2900480540
14,92188, 2380, 2664064205
14,122925, 3176, 3175915287
14,109047, 2777, 2619346190
14,70060, 1756, 1984977397
14,108609, 2812, 2848751783
14,70127, 1810, 2033978687
14,100436, 2560, 2444407305
14,97155, 2530, 2324703566
14,72812, 1859, 1860238786
14,91978, 2355, 2649912857
14,101152, 2581, 2787159531
14,113810, 2912, 2868694361
14,125755, 3273, 3158975537
14,89429, 2270, 2254343734
14,107321, 2793, 2926401361
14,97871, 2523, 2534803108
14,82777, 2066, 2164205847
14,106539, 2741, 2886366664
14,80504, 2043, 2113843570
14,104292, 2673, 2664701273
14,116107, 2989, 3143328464
14,111206, 2852, 2842141418
14,100548, 2519, 2563898438
14,119496, 3089, 3245421322
14,83298, 2135, 2350050797
14,119456, 3049, 3064290150
14,116382, 3069, 3139622028
14,115046, 2905, 2799583232
14,110034, 2812, 2550195686
14,103720, 2653, 2776316901
14,84324, 2225, 2161784690
14,125512, 3284, 3282106374
14,102130, 2715, 2939150055
14,94251, 2441, 2879263039
14,91071, 2362, 2288546408
14,97130, 2520, 2353662759
14,101318, 2596, 2545378825
14,109214, 2837, 2845551293
14,94297, 2471, 2478831531
14,90408, 2307, 2381158803
14,92712, 2364, 2324990436
14,113877, 2991, 2897989451
14,101847, 2565, 2581729018
14,90491, 2317, 2780212218
14,125949, 3310, 3816696219
14,83802, 2183, 2884525389
14,94532, 2422, 2441782609
14,93607, 2389, 2783149340
14,110014, 2834, 2867373925
14,137227, 3572, 3484198358
14,110774, 2868, 3043875825
14,121199, 3201, 3766499341
14,138256, 3636, 4103734730
14,104055, 2641, 2721139053
14,103417, 2669, 2954735931
14,90207, 2374, 2931201284
14,110930, 2884, 3048872148
14,97785, 2503, 2444985100
14,108841, 2716, 3986532018
14,115555, 3039, 3431156305
14,114151, 2916, 2783135745
14,107249, 2777, 2988040432
14,98998, 2560, 2738312025
14,122784, 3170, 3502781446
14,108745, 2771, 2879572739
14,95862, 2468, 2510212596
14,123411, 3225, 3329729779
14,117482, 3042, 3488801677
14,72447, 1863, 1947771172
14,93792, 2391, 2755153079
14,77243, 1991, 2147686080
14,113868, 2923, 3083549040
14,96085, 2475, 2668277365
14,76929, 1991, 2465947832
14,122361, 3133, 3520585476
14,77358, 1997, 2242636283
14,104910, 2776, 2759442299
14,108235, 2733, 3108459909
14,92719, 2381, 2672993972
14,110678, 2862, 3082624581
14,102342, 2689, 3191619836
14,92470, 2403, 2597567032
14,109794, 2799, 4040294298
14,121744, 3143, 3471711848
14,84072, 2179, 2496692696
14,102963, 2580, 3011822765
14,104488, 2683, 2698428263
14,105996, 2737, 2913181847
14,105253, 2702, 2758985538
14,133820, 3444, 3375605956
14,90972, 2409, 2430663788
14,103001, 2667, 2883502426
14,104969, 2761, 2887855213
14,86708, 2205, 2198242175
14,106143, 2756, 2783205748
14,96246, 2485, 2535451555
14,103782, 2673, 2784481408
14,113596, 2936, 2680784616
14,126462, 3190, 3033066968
15,269598, 5367, 16733639999
15,251940, 5021, 15078819428
15,231243, 4628, 13503849168
15,220528, 4361, 14227744633
15,242888, 4723, 14080357596
15,242806, 4771, 13815970008
15,204602, 3957, 11843698614
15,230687, 4510, 13925458362
15,263360, 5230, 14988585856
15,179832, 3472, 11084763883
15,195658, 3824, 12010678885
15,227641, 4461, 12462835099
15,202995, 3966, 12669612713
15,262119, 5233, 15517316154
15,212418, 4269, 12240209878
15,234540, 4699, 14088330558
15,255765, 5089, 15898471729
15,200229, 3989, 12616693147
15,209020, 4166, 13004465110
15,185553, 3561, 11156897420
15,207142, 4158, 12076679955
15,208933, 4194, 12934431090
15,204754, 4088, 12447488457
15,269323, 5274, 15712319905
15,239264, 4632, 12500218334
15,219867, 4266, 12897716063
15,233582, 4694, 13570598867
15,231208, 4453, 13619768484
15,218426, 4265, 12625070167
15,212305, 4075, 11779497709
15,265088, 5161, 14649767667
15,195929, 3847, 10952383102
15,199095, 3895, 11504233382
15,227049, 4433, 11190710145
15,215668, 4311, 12948584125
15,273084, 5378, 15372241303
15,174374, 3371, 10281373261
15,196972, 3906, 11432208618
15,247174, 4859, 14493040400
15,167727, 3332, 8995295492
15,217714, 4308, 12934557229
15,254940, 5067, 13600752179
15,185351, 3604, 10662450754
15,242049, 4743, 13883702819
15,222620, 4340, 11916954870
15,225534, 4355, 12468508234
15,228599, 4437, 13827109030
15,227759, 4403, 13855056282
15,249319, 4868, 14275275204
15,235720, 4582, 12993874870
15,218479, 4325, 12397970956
15,199618, 3885, 12015262294
15,196021, 3757, 10521443128
15,239745, 4685, 14451992831
15,220306, 4317, 12898596218
15,262991, 5287, 16032789376
15,188411, 3726, 11766494975
15,207305, 4048, 11065717073
15,259026, 5095, 14521254131
15,244971, 4870, 14326318194
15,244346, 4889, 13142657167
15,224268, 4420, 13839586139
15,210111, 4185, 13081910162
15,256365, 5085, 14981283245
15,220248, 4270, 12680070247
15,253655, 4975, 14293574121
15,246194, 4823, 13598830091
15,223135, 4419, 12865838850
15,280025, 5483, 17293184754
15,224584, 4434, 12658342308
15,236167, 4588, 12495887230
15,260500, 5097, 14088852420
15,222119, 4390, 13035705366
15,233396, 4579, 12662104578
15,243372, 4821, 15264895380
15,197634, 3928, 12109689057
15,178951, 3542, 10823602655
15,274200, 5433, 16169692045
15,226401, 4419, 13312538735
15,233517, 4662, 13711593005
15,264979, 5277, 16318894330
15,214944, 4265, 12074218498
15,148922, 2966, 9105231543
15,181973, 3569, 9662026705
15,245929, 4788, 14442457102
15,247891, 4982, 14142049610
15,218961, 4262, 12998434629
15,198531, 3892, 10156183336
15,242200, 4699, 14414463289
15,214058, 4214, 11869606934
15,242276, 4778, 13769141759
15,201942, 3889, 10247301384
15,250434, 4977, 13947467748
15,246210, 4858, 13652490211
15,210514, 4155, 12775216574
15,243577, 4785, 15087429405
15,252599, 5043, 14040501894
15,210419, 4107, 12915257963
15,211600, 4168, 11688417277
15,248970, 4872, 14849476234
16,499887, 6662, 44510839760
16,478709, 6207, 41834802366
16,497080, 6616, 46811016792
16,547884, 7214, 50028947586
16,556995, 7378, 51576185498
16,473352, 6368, 43068427293
16,461782, 6058, 39780387171
16,599625, 7965, 51848305517
16,603657, 7942, 50208600704
16,461233, 6097, 37851439576
16,516647, 6794, 45045019122
16,393821, 5222, 33085631343
16,538277, 7115, 48558217045
16,429740, 5811, 38189362567
16,453424, 6000, 40296187001
16,552696, 7208, 46065978454
16,471393, 6328, 39700677991
16,536086, 7102, 45952305119
16,415877, 5497, 36182787077
16,511202, 6776, 43635865781
16,490525, 6490, 40770942577
16,468935, 6207, 40198575258
16,524923, 6989, 46664136480
16,517529, 6908, 46758593274
16,470493, 6168, 43033156250
16,393625, 5155, 35960125745
16,405187, 5389, 34863516747
16,518500, 6796, 46198240048
16,467449, 6216, 42468216964
16,496428, 6627, 43150418303
16,509028, 6692, 42273017325
16,487356, 6460, 42646666242
16,473656, 6318, 44834873983
16,382406, 5016, 30638008756
16,437861, 5776, 38675190120
16,496391, 6610, 45993450620
16,542098, 7045, 45842033016
16,342745, 4558, 32050556411
16,461396, 6010, 40764251828
16,605546, 8023, 55818168560
16,519810, 6902, 45949282494
16,409972, 5506, 37931127731
16,528905, 7007, 46769781087
16,415889, 5387, 37411760320
16,393528, 5271, 35293911534
16,379600, 5003, 34319515788
16,562660, 7391, 50509804388
16,538919, 7044, 45905359786
16,570153, 7425, 49644949908
16,486375, 6458, 44890522203
16,424389, 5658, 36357123816
16,504009, 6632, 43455437001
16,550282, 7369, 50162577423
16,441123, 5825, 39144175723
16,519251, 6853, 46611324296
16,432565, 5756, 39748472510
16,435638, 5818, 37991684454
16,517794, 6783, 44228992670
16,377440, 4988, 32752810023
16,527516, 7050, 48398739085
16,467818, 6329, 41419801805
16,517193, 6878, 47836361071
16,376188, 4800, 33688786226
16,419933, 5536, 35817083862
16,527702, 7020, 45240301680
16,474808, 6294, 41023798813
16,416898, 5435, 38331755362
16,528037, 6979, 45851898453
16,637228, 8348, 55219203172
16,577000, 7686, 52380029867
16,513080, 6719, 44598980248
16,492944, 6553, 43324572690
16,429848, 5781, 37753536019
16,503687, 6734, 45173192888
16,538280, 7096, 46157044807
16,550557, 7352, 47242569395
16,583953, 7844, 52695017716
16,430595, 5746, 38516936306
16,465407, 6226, 40634886893
16,485053, 6405, 43624227605
16,516993, 6796, 47482795685
16,405862, 5373, 35097199541
16,464688, 6190, 41901529191
16,583306, 7809, 50731886042
16,521547, 6975, 44685022973
16,424658, 5670, 37457400768
16,514784, 6808, 44752089925
16,465650, 6195, 39870358836
16,416761, 5461, 37913929307
16,461597, 6119, 41002132175
16,465614, 6029, 39833244927
16,461024, 6205, 41859783955
16,420888, 5593, 37858682223
16,601096, 7989, 55783587353
16,513277, 6832, 48330423394
16,384170, 5056, 36829923740
16,550759, 7260, 47679030201
16,402584, 5379, 39237768475
16,466865, 6190, 40746975216
16,372277, 4866, 35242153989
